datatype,dataversion,cvemetadata_cve_id,cvemetadata_assigner_org_id,cvemetadata_state,cvemetadata_assigner_short_name,cvemetadata_date_reserved,cvemetadata_date_published,cvemetadata_date_updated,containers_cna_title,containers_cna_provider_metadata_org_id,containers_cna_provider_metadata_short_name,containers_cna_provider_metadata_date_updated,containers_cna_descriptions,containers_cna_affected,containers_cna_metrics,containers_cna_problem_types,containers_cna_references,containers_cna_source,containers_adp,last_load_timestamp
CVE_RECORD,5.1,CVE-2025-0106,d6c1279f-00f6-4ef7-9217-f89ffe703ec0,PUBLISHED,palo_alto,2024-12-20 23:23:08.270000+00:00,2025-01-11 03:02:24.574000+00:00,2025-01-13 19:48:42.286000+00:00,Expedition: Wildcard Expansion Vulnerability,d6c1279f-00f6-4ef7-9217-f89ffe703ec0,palo_alto,2025-01-11 03:02:24.574000+00:00,"[{""lang"":""en"",""supportingMedia"":[{""base64"":false,""type"":""text/html"",""value"":""A wildcard expansion vulnerability in Palo Alto Networks Expedition allows an unauthenticated attacker to enumerate files on the host filesystem.""}],""value"":""A wildcard expansion vulnerability in Palo Alto Networks Expedition allows an unauthenticated attacker to enumerate files on the host filesystem.""}]","[{""defaultStatus"":""unaffected"",""product"":""Cloud NGFW"",""vendor"":""Palo Alto Networks"",""versions"":[{""status"":""unaffected"",""version"":""All"",""versionType"":""custom""}]},{""defaultStatus"":""unaffected"",""product"":""Expedition"",""vendor"":""Palo Alto Networks"",""versions"":[{""changes"":[{""at"":""1.2.101"",""status"":""unaffected""}],""lessThan"":""1.2.101"",""status"":""affected"",""version"":""1"",""versionType"":""custom""}]},{""defaultStatus"":""unaffected"",""product"":""Panorama"",""vendor"":""Palo Alto Networks"",""versions"":[{""status"":""unaffected"",""version"":""All"",""versionType"":""custom""}]},{""defaultStatus"":""unaffected"",""product"":""PAN-OS"",""vendor"":""Palo Alto Networks"",""versions"":[{""status"":""unaffected"",""version"":""All"",""versionType"":""custom""}]},{""defaultStatus"":""unaffected"",""product"":""Prisma Access"",""vendor"":""Palo Alto Networks"",""versions"":[{""status"":""unaffected"",""version"":""All"",""versionType"":""custom""}]}]","[{""cvssV4_0"":{""Automatable"":""NO"",""Recovery"":""USER"",""Safety"":""NOT_DEFINED"",""attackComplexity"":""LOW"",""attackRequirements"":""NONE"",""attackVector"":""NETWORK"",""baseScore"":6.9,""baseSeverity"":""MEDIUM"",""privilegesRequired"":""NONE"",""providerUrgency"":""GREEN"",""subAvailabilityImpact"":""NONE"",""subConfidentialityImpact"":""NONE"",""subIntegrityImpact"":""NONE"",""userInteraction"":""NONE"",""valueDensity"":""CONCENTRATED"",""vectorString"":""CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N/AU:N/R:U/V:C/RE:H/U:Green"",""version"":""4.0"",""vulnAvailabilityImpact"":""NONE"",""vulnConfidentialityImpact"":""LOW"",""vulnIntegrityImpact"":""NONE"",""vulnerabilityResponseEffort"":""HIGH""},""format"":""CVSS"",""scenarios"":[{""lang"":""en"",""value"":""GENERAL""}]}]","[{""descriptions"":[{""cweId"":""CWE-155"",""description"":""CWE-155 Improper Neutralization of Wildcards or Matching Symbols"",""lang"":""en"",""type"":""CWE""}]}]","[{""tags"":[""vendor-advisory""],""url"":""https://security.paloaltonetworks.com/PAN-SA-2025-0001""}]","{""discovery"":""EXTERNAL""}","[{""metrics"":[{""other"":{""type"":""ssvc"",""content"":{""timestamp"":""2025-01-13T19:48:34.201820Z"",""id"":""CVE-2025-0106"",""options"":[{""Exploitation"":""none""},{""Automatable"":""yes""},{""Technical Impact"":""partial""}],""role"":""CISA Coordinator"",""version"":""2.0.3""}}}],""title"":""CISA ADP Vulnrichment"",""providerMetadata"":{""orgId"":""134c704f-9b21-4f2e-91b3-4a467353bcc0"",""shortName"":""CISA-ADP"",""dateUpdated"":""2025-01-13T19:48:42.286Z""}}]",2025-08-14 06:28:58.845137+00:00
